channel_parent_category_code,channel_id_code,year_added,acronym_eng,oecd_channel_name,oecd_channel_parent_name,oecd_aggregated_channel,coefficient_for_core_contributions,general_contributions_reported_as_type_of_aid,mcd_major_channel_of_delivery,references_notes
41000,41110,2018,UNAIDS,Joint United Nations Programme on HIV/AIDS ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41320,2018,UN-TBLDC,Technology Bank for Least Developed Countries,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2018)35
41000,41305,2018,UN,United Nations,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,18,B02,MCD,Coefficient increased from 12%: DCD/DAC/STAT(2013)12; Renamed:  DCD/DAC/STAT(2008)5
41000,41111,2018,UNCDF,United Nations Capital Development Fund ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2001)6
41000,41122,2018,UNICEF,United Nations Children's Fund ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41112,2018,UNCTAD,United Nations Conference on Trade and Development ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41142,2018,UNDEF,United Nations Democracy Fund,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added: DCD/DAC/STAT(2008)10
41000,41135,2018,UNV,United Nations Volunteers ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41306,2018,UPU,Universal Postal Union ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,16,B02,MCD,Coefficient agreed:  DCD/DAC/STAT(2003)2
41000,41503,2018,UN-CBPF,UN-led Country-based Pooled Funds,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,,B03,MCD,Added as part of the Channel Pilot:  DCD/DAC/STAT(2017)13
41000,41140,2018,WFP,World Food Programme ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41310,2018,UNDPKO,"United Nations Department of Peacekeeping Operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.","United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,15,B02,MCD,List of eligible operations adjusted to reflect MINUJUSTH as a follow-on mission to MINUSTAH which terminated in 2017 (updated 2019).  Revised coefficient (increased from 7%):  DCD/DAC(2017)24.  MINUSCA added:  DCD/DAC/STAT(2015)20. Coefficient increased from 6%: DCD/DAC/STAT/RD(2013)1/RD6. Coefficient reviewed and confirmed:  DCD/DAC/STAT(2012)3. Coefficient decreased from 7% and name updated: DCD/DAC/STAT(2010)9. Revised to exclude certain missions: DCD/DAC/STAT(2009)8; Renamed:  DCD/DAC/STAT(2008)5.  Coefficient agreed:  DCD/DAC/STAT(2007)8 and DCD/DAC/STAT(2006)4.
41000,41148,2018,UNDPA-SZA,"United Nations Department of Political Affairs, Trust Fund in Support of Political Affairs","United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41114,2018,UNDP,United Nations Development Programme ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41314,2018,UNECE,United Nations Economic Commission for Europe (extrabudgetary contributions only),"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,89,B02,MCD,Added: DCD/DAC/STAT(2009)6
41000,41304,2018,UNESCO,"United Nations Educational, Scientific and Cultural Organisation","United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,60,B02,MCD,Coefficient increased from 44%: DCD/DAC/STAT(2010)5   Revised coefficient agreed from 25%: DCD/DAC/STAT(2009)6
41000,41146,2018,UNWOMEN,United Nations Entity for Gender Equality and the Empowerment of Women,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2011)16
41000,41116,2018,UNEP,United Nations Environment Programme ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41316,2018,UNFCCC,United Nations Framework Convention on Climate Change ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,61,B02,MCD,
41000,41313,2018,OHCHR,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,88,B02,MCD,Revised coefficient:  DCD/DAC/STAT(2017)13.  Added: DCD/DAC/STAT(2009)6
41000,41120,2018,UN Habitat,United Nations Human Settlement Programme ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2004)3
41000,41123,2018,UNIDO,United Nations Industrial Development Organisation ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41125,2018,UNITAR,United Nations Institute for Training and Research ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41315,2018,UNISDR,United Nations International Strategy for Disaster Reduction,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,75,B02,MCD,Added: DCD/DAC/STAT(2010)5
41000,41126,2018,UNMAS,United Nations Mine Action Service ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2002)3
41000,41502,2018,UNOPS,United Nations Office for Project Services,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,Not assessed,Not applicable,Not MCD,Added as part of the Channel Pilot: DCD/DAC/STAT(2014)9.
41000,41127,2018,UNOCHA,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2006)15
41000,41121,2018,UNHCR,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41128,2018,UNODC,United Nations Office on Drugs and Crime ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2008)5
41000,41311,2018,PBF Window 1,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,89,B02,MCD,Coefficient increased from 80%: DCD/DAC/STAT(2010)3. Added: DCD/DAC/STAT(2008)10
41000,41141,2018,PBF Window 2,United Nations Peacebuilding Fund (Window Two:  Restricted Contributions Only),"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added: DCD/DAC/STAT(2008)10
41000,41119,2018,UNFPA,United Nations Population Fund ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2008)5
41000,41501,2018,UN-REDD,United Nations Reducing Emissions from Deforestation and Forest Degradation,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,Not assessed,B03,Not MCD,Added as part of the Channel Pilot: DCD/DAC/STAT(2014)9.
41000,41130,2018,UNRWA,United Nations Relief and Works Agency for Palestine Refugees in the Near East,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2008)5
41000,41129,2018,UNRISD,United Nations Research Institute for Social Development ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2008)5
41000,41133,2018,UNSIA,United Nations Special Initiative on Africa ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41131,2018,UNSSC,United Nations System Staff College ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed Acronym:  DCD/DAC/STAT(2008)5  Renamed:  DCD/DAC/STAT(2003)2
41000,41132,2018,UNSCN,United Nations System Standing Committee on Nutrition ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2003)2
41000,41134,2018,UNU,United Nations University (including Endowment Fund) ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41137,2018,UNVFTC,United Nations Voluntary Fund for Technical Co-operation in the Field of Human Rights,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41138,2018,UNVFVT,United Nations Voluntary Fund for Victims of Torture ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2003)2
41000,41136,2018,UNVFD,United Nations Voluntary Fund on Disability ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2001)6
41000,41307,2018,WHO-Assessed,World Health Organisation - assessed contributions,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,76,B02,MCD,Revised coefficient agreed: DCD/DAC/STAT(2009)6; Coefficient agreed:  DCD/DAC/STAT(2003)2
41000,41143,2018,WHO-CVCA,World Health Organisation - core voluntary contributions account,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,
41000,41308,2018,WIPO,World Intellectual Property Organisation ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,3,B02,MCD,Coefficient agreed:  DCD/DAC/STAT(2003)2
41000,41309,2018,WMO,World Meteorological Organisation ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,4,B02,MCD,Coefficient agreed:  DCD/DAC/STAT(2003)2
41000,41319,2018,UNWTO,World Tourism Organization,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,89,B02,Not MCD,Added:  DCD/DAC/STAT(2017)13
41000,47066,2018,IOM,International Organisation for Migration ,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Change of Channel Category:  DCD/DAC/STAT(2019)17
41000,41149,2018,UNDCO,United Nations Development Coordination Office,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2019)17
41000,41150,2018,UNIDIR,United Nations Institute for Disarmament Research,"United Nations Agency, Fund Or Commission (UN)",Multilateral Organisations,27,B02,Not MCD,Added:  DCD/DAC/STAT(2019)17
42000,42000,,,European Union Institution (EU),European Union Institution (EU),Multilateral Organisations,,,,
42000,42001,2018,EC,European Commission - Development Share of Budget,European Union Institution (EU),Multilateral Organisations,100,B02,MCD,
42000,42003,2018,EDF,European Commission - European Development Fund,European Union Institution (EU),Multilateral Organisations,100,B02,MCD,
42000,42004,2018,EIB,European Investment Bank ,European Union Institution (EU),Multilateral Organisations,100,B02,MCD,"Use this code for reporting i) interest subsidies provided to soften the terms of loans administered by the EIB - classified as multilateral ODA and ii) contributions to EIB administered trust funds (FEMIP, NIF, EPTATF, EU AITF and ERI Fund) which are classified as bilateral ODA [cf. DCD/DAC/STAT(2011)16 and DCD/DAC/STAT(2018)35].  Capital subscriptions to the EIB are not reportable.  "
43000,43000,,,International Monetary Fund (IMF),International Monetary Fund (IMF),Multilateral Organisations,,,,
43000,43006,2018,IMF-CCR,Catastrophe Containment and Relief Trust,International Monetary Fund (IMF),Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2016)23/REV1
43000,43005,2018,IMF-PCDR,International Monetary Fund - Post-Catastrophe Debt Relief Trust,International Monetary Fund (IMF),Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2011)16
43000,43002,2018,IMF-PRG-HIPC,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts] ",International Monetary Fund (IMF),Multilateral Organisations,100,B02,MCD,Acronym and title amended: DCD/DAC/STAT(2010)5
43000,43004,2018,IMF-PRG-MDRI,International Monetary Fund - Poverty Reduction and Growth - Multilateral Debt Relief Initiative Trust,International Monetary Fund (IMF),Multilateral Organisations,100,B02,MCD,
43000,43001,2018,IMF-PRGT,International Monetary Fund - Poverty Reduction and Growth Trust ,International Monetary Fund (IMF),Multilateral Organisations,100,B02,MCD,Acronym and title amended: DCD/DAC/STAT(2010)5
43000,43003,2018,IMF-EPCA-ENDA,International Monetary Fund - Subsidization of Emergency Post Conflict Assistance/Emergency Assistance for Natural Disasters for PRGT-eligible members,International Monetary Fund (IMF),Multilateral Organisations,100,B02,MCD,Acronym and title amended: DCD/DAC/STAT(2010)5  Added:  DCD/DAC/STAT(2006)15
44000,44000,,,World Bank Group (WB),World Bank Group (WB),Multilateral Organisations,,,,
44000,44006,2018,AMCs,Advance Market Commitments,World Bank Group (WB),Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2007)10
44000,44001,2018,IBRD,International Bank for Reconstruction and Development ,World Bank Group (WB),Multilateral Organisations,100,B02,MCD,
44000,44002,2018,IDA,International Development Association ,World Bank Group (WB),Multilateral Organisations,100,B02,MCD,
44000,44003,2018,IDA-HIPC,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund ,World Bank Group (WB),Multilateral Organisations,100,B02,MCD,
44000,44007,2018,IDA-MDRI,International Development Association - Multilateral Debt Relief Initiative,World Bank Group (WB),Multilateral Organisations,100,B02,MCD,Added: DCD/DAC/STAT(2008)10
44000,44004,2018,IFC,International Finance Corporation ,World Bank Group (WB),Multilateral Organisations,100,B02,MCD,
44000,44005,2018,MIGA,Multilateral Investment Guarantee Agency ,World Bank Group (WB),Multilateral Organisations,100,B02,MCD,
45000,45000,,,World Trade Organisation,World Trade Organisation,Multilateral Organisations,,,,
45000,45002,2018,WTO-ACWL,World Trade Organisation - Advisory Centre on WTO Law,World Trade Organisation,Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2006)15
45000,45003,2018,WTO-DDAGTF,World Trade Organisation - Doha Development Agenda Global Trust Fund ,World Trade Organisation,Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2003)2
45000,45001,2018,WTO-ITC,World Trade Organisation - International Trade Centre ,World Trade Organisation,Multilateral Organisations,100,B02,MCD,
46000,46000,,,Regional Development Bank,Regional Development Bank,Multilateral Organisations,,,,
46000,46002,2018,Afr.DB,African Development Bank,Regional Development Bank,Multilateral Organisations,100,B02,MCD,"Revised to exclude the words ""ordinary capital"": DCD/DAC/STAT(2009)6."
46000,46003,2018,Afr.DF,African Development Fund ,Regional Development Bank,Multilateral Organisations,100,B02,MCD,
46000,46022,2018,Afreximbank,African Export Import Bank,Regional Development Bank,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2013)12
46000,46008,2018,CAF,Development Bank of Latin America,Regional Development Bank,Multilateral Organisations,100,B02,MCD,Renamed Development Bank of Latin America (previously Andean Development Corporation) (updated 2019).
47000,47027,2018,CP ,Colombo Plan,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Renamed:  DCD/DAC/STAT(2007)7
46000,46004,2018,AsDB,Asian Development Bank,Regional Development Bank,Multilateral Organisations,100,B02,MCD,"Revised to exclude the words ""ordinary capital"": DCD/DAC/STAT(2009)6."
46000,46005,2018,AsDF,Asian Development Fund ,Regional Development Bank,Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2011)16.
46000,46026,2018,AIIB,Asian Infrastructure Investment Bank,Regional Development Bank,Multilateral Organisations,85,B02,MCD,Added:  DCD/DAC/STAT(2017)13
46000,46006,2018,BSTDB,Black Sea Trade and Development Bank,Regional Development Bank,Multilateral Organisations,61,B02,MCD,Revised coefficient and placement - code 47124 deleted: DCD/DAC/STAT(2009)6. Revised placement June 2008.  Added: DCD/DAC/STAT(2005)9.  For reference see DCD/DAC/STAT/A(2004)1/RD14.
46000,46009,2018,CDB,Caribbean Development Bank ,Regional Development Bank,Multilateral Organisations,100,B02,MCD,
46000,46020,2018,BDEAC,Central African States Development Bank,Regional Development Bank,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2011)16
46000,46007,2018,CABEI,Central American Bank for Economic Integration ,Regional Development Bank,Multilateral Organisations,100,B02,MCD,
46000,46024,2018,CEB,Council of Europe Development Bank,Regional Development Bank,Multilateral Organisations,18,B02,MCD,Added:  DCD/DAC/STAT(2014)4
46000,46023,2018,PTA Bank,Eastern and Southern African Trade and Development Bank,Regional Development Bank,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2013)12
46000,46015,2018,EBRD,European Bank for Reconstruction and Development,Regional Development Bank,Multilateral Organisations,43,B02,MCD,Added DCD/DAC/STAT(2010)5
46000,46018,2018,EBRD-ETC,European Bank for Reconstruction and Development - Early Transition Countries Fund,Regional Development Bank,Multilateral Organisations,100,B02,MCD,
46000,46017,2018,EBRD TFs - All Countries,European Bank for Reconstruction and Development - technical co-operation and special funds (all EBRD countries of operations),Regional Development Bank,Multilateral Organisations,43,B02,MCD,Added DCD/DAC/STAT(2010)5
46000,46016,2018,EBRD TFs - ODA Countries Only,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),Regional Development Bank,Multilateral Organisations,100,B02,MCD,Added DCD/DAC/STAT(2010)5
46000,46019,2018,EBRD-WBJTF,European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund,Regional Development Bank,Multilateral Organisations,100,B02,MCD,Change of name and channel category (formerly code 47126 Other multilateral institutions) DCD/DAC/STAT(2010)5.  Added:  DCD/DAC/STAT(2007)7  (Incorrectly classified as a Regional Bank - 46014.  Corrected June 2008)
46000,46013,2018,IDB FSO,"Inter-American Development Bank, Fund for Special Operations ",Regional Development Bank,Multilateral Organisations,100,B02,MCD,"Named updated after consulation with IDB, June 2012."
46000,46012,2018,IDB,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund ",Regional Development Bank,Multilateral Organisations,100,B02,MCD,"Revised to exclude the words ""ordinary capital"": DCD/DAC/STAT(2009)6. Added:  DCD/DAC/STAT(2003)2"
46000,46025,2018,IsDB,Islamic Development Bank,Regional Development Bank,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2014)4
46000,46021,2018,BOAD,West African Development Bank,Regional Development Bank,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2011)16
46000,46027,2020,FONPLATA,Financial Fund for the Development of the River Plate Basin,Regional Development Bank,Multilateral Organisations,75,B02,,Added: DCD/DAC/STAT(2019)34 
47000,47000,,,Other multilateral institution,Other multilateral institution,Multilateral Organisations,,,,
47000,47111,2018,,Adaptation Fund,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2008)10
47000,47009,2018,CAMES,African and Malagasy Council for Higher Education ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47001,2018,ACBF,African Capacity Building Foundation ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2001)6
47000,47137,2018,ARC,African Risk Capacity Group,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2014)4
47000,47141,2018,ATAF,African Tax Administration Forum,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2015)20
47000,47005,2018,AU,African Union (excluding peacekeeping facilities) ,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Renamed:  DCD/DAC/STAT(2003)2
47000,21002,2018,AITIC,Agency for International Trade Information and Co-operation ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Channel category changed:  DCD/DAC/STAT(2011)7/REV1.  Added:  DCD/DAC/STAT(2004)3
47000,47002,2018,APO,Asian Productivity Organisation ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47109,2018,APEC ASF,Asia-Pacific Economic Cooperation Support Fund (except contributions tied to counter-terrorism activities),Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2006)15
47000,47068,2018,APFIC,Asia-Pacific Fishery Commission,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Renamed:  DCD/DAC/STAT(2006)15
47000,47003,2018,ASEAN,Association of South East Asian Nations: Economic Co-operation ,Other multilateral institution,Multilateral Organisations,100,B02,MCD,
47000,47011,2018,CARICOM,Caribbean Community Secretariat ,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2005)9
47000,47012,2018,CAREC,Caribbean Epidemiology Centre ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Renamed:  DCD/DAC/STAT(2008)5
47000,47145,2018,CEF,Center of Excellence in Finance,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2017)13
47000,47112,2018,CEI-Climate Fund,Central European Initiative - Special Fund for Climate and Environmental Protection,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2008)10
47000,47015,2018,CGIAR,CGIAR Fund,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Code previously used for Consultative Group on International Agricultural Research (CGIAR) which changed governance structure and involved into the CGIAR Fund: DCD/DAC/STAT(2012)6/REV1.  Renamed:  DCD/DAC/STAT(2008)5.  Added:  DCD/DAC/STAT(2004)3
47000,47134,2018,CTF,Clean Technology Fund,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2013)9
47000,47105,2018,CFC,Common Fund for Commodities ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2002)3
47000,47013,2018,CF,Commonwealth Foundation ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47025,2018,COL,Commonwealth of Learning ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47132,2018,,Commonwealth Secretariat (ODA-eligible contributions only),Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,"Added:  Summary Record of 2012 WP-STAT meeting.  Includes contributions to the Commonwealth Fund for Technical Co-operation (CFTC), Commonwealth Media Development Fund (CMDF), Commonwealth Small States Office (CSSO) and the Commonwealth Youth Programme (CYP)."
47000,47026,2018,CPLP,Community of Portuguese Speaking Countries ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2005)9
47000,47022,2018,CITES,Convention on International Trade in Endangered Species of Wild Flora and Fauna,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47138,2018,CoE,Council of Europe,Other multilateral institution,Multilateral Organisations,40,B02,MCD,Added:  DCD/DAC/STAT(2014)4
47000,47037,2018,EROPA,Eastern-Regional Organisation of Public Administration ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47113,2018,CEMAC,Economic and Monetary Community of Central Africa ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2008)10
47000,47034,2018,ECOWAS,Economic Community of West African States ,Other multilateral institution,Multilateral Organisations,100,B02,MCD,Added:  DCD/DAC/STAT(2003)2
47000,47036,2018,EPPO,European and Mediterranean Plant Protection Organisation ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,
47000,47400,2018,,European Space Agency (ESA) programme "Space in support of International Development Aid" ,Other multilateral institution,Multilateral Organisations,100,B03,Not MCD,ODA-eligible but not added to Annex 2 List; channel code created in single table [DCD/DAC/STAT(2018)35].
47000,47504,2018,FCPF,Forest Carbon Partnership Facility ,Other multilateral institution,Multilateral Organisations,Not assessed,B03,Not MCD,Added as part of the Channel Pilot: DCD/DAC/STAT(2014)9.
47000,47040,2018,FFA,Forum Fisheries Agency ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Renamed:  DCD/DAC/STAT(2008)5
47000,47106,2018,DCAF,Geneva Centre for the Democratic Control of Armed Forces,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Added:  DCD/DAC/STAT(2007)7.  For reference see also DCD/DAC/STAT(2006)15.
47000,47123,2018,GICHD,Geneva International Centre for Humanitarian Demining ,Other multilateral institution,Multilateral Organisations,100,B02,Not MCD,Reclassified:  DCD/DAC/STAT(2006)15  Added:  DCD/DAC/STAT(2003)2
47000,47503,2018,GAFSP,Global Agriculture and Food Security Program,Other multilateral institution,Multilateral Organisations,Not assessed,B03,Not MCD,Added as part of the Channel Pilot: DCD/DAC/STAT(2014)9.
